time,a_x,a_y,a_z,g_x,g_y,g_z,temp
2021-01-31T16:27:20.303792734Z,-0.562313,-0.869791,10.682757,2699.375000,-787.500000,-927.500000,9.750000
2021-01-31T16:27:20.319817456Z,-0.726222,-1.045663,10.376474,2835.000000,-1365.000000,-945.000000,9.750000
2021-01-31T16:27:20.335817855Z,-0.650848,-1.202393,10.048658,2642.500000,-1973.125000,-743.750000,9.750000
2021-01-31T16:27:20.351778985Z,-0.458226,-1.241875,9.887143,2751.875000,-1846.250000,-708.750000,9.750000
2021-01-31T16:27:20.367738031Z,-0.654437,-1.170090,9.850054,2616.250000,-1448.125000,-818.125000,9.750000
2021-01-31T16:27:20.383723430Z,-0.533599,-1.245464,9.839286,2340.625000,-1290.625000,-883.750000,9.750000
2021-01-31T16:27:20.399681643Z,-0.683151,-1.140180,9.885946,2191.875000,-1435.000000,-796.250000,9.750000
2021-01-31T16:27:20.415645846Z,-0.562313,-1.022932,9.658628,1859.375000,-1505.000000,-796.250000,9.812500
2021-01-31T16:27:20.431606767Z,-0.661615,-1.301696,10.068997,1728.125000,-96.250000,-774.375000,9.812500
2021-01-31T16:27:20.447568209Z,-0.665205,-0.999003,9.973285,1610.000000,-481.250000,-892.500000,9.812500
2021-01-31T16:27:20.463530848Z,-0.522832,-0.836291,10.091729,1461.250000,-1693.125000,-791.875000,9.812500
2021-01-31T16:27:20.479493592Z,-0.709472,-0.766900,10.596615,1798.125000,-901.250000,-813.750000,9.875000
2021-01-31T16:27:20.495460190Z,-0.798006,-0.746561,10.645668,1605.625000,-1041.250000,-770.000000,9.812500
2021-01-31T16:27:20.511420591Z,-0.607777,-0.673580,10.680364,1697.500000,-1102.500000,-883.750000,9.812500
2021-01-31T16:27:20.527382658Z,-0.656830,-0.851845,10.461421,2275.000000,-818.125000,-783.125000,9.812500
2021-01-31T16:27:20.543345297Z,-0.624527,-1.094716,10.408779,1951.250000,-1522.500000,-826.875000,9.812500
2021-01-31T16:27:20.559304812Z,-0.573081,-0.806381,10.047462,2060.625000,-1758.750000,-831.250000,9.812500
2021-01-31T16:27:20.575265681Z,-0.531207,-0.866202,10.151550,2082.500000,-205.625000,-905.625000,9.750000
2021-01-31T16:27:20.591276393Z,-0.488136,-1.068395,10.454242,2091.250000,-993.125000,-848.750000,9.750000
2021-01-31T16:27:20.607331322Z,-0.516850,-1.164108,10.457830,2279.375000,-1645.000000,-923.125000,9.750000
2021-01-31T16:27:20.623432865Z,-0.498904,-1.045663,9.747163,1448.125000,-940.625000,-927.500000,9.750000
2021-01-31T16:27:20.639594406Z,-0.419940,-0.999003,10.144372,2253.125000,-1176.875000,-844.375000,9.812500
2021-01-31T16:27:20.655652669Z,-0.705883,-0.904487,9.833304,1903.125000,-1907.500000,-966.875000,9.812500
2021-01-31T16:27:20.671722233Z,-0.506082,-1.134198,10.242477,1723.750000,-2677.500000,-1006.250000,9.750000
2021-01-31T16:27:20.687859035Z,-0.587438,-0.837488,10.529616,2283.750000,-1793.750000,-940.625000,9.812500
2021-01-31T16:27:20.703939277Z,-0.515653,-1.092324,10.393225,1841.875000,-1321.250000,-883.750000,9.750000
2021-01-31T16:27:20.720062121Z,-0.588634,-0.916451,10.168301,2170.000000,-883.750000,-1006.250000,9.750000
2021-01-31T16:27:20.736208142Z,-0.614955,-0.716650,10.027123,2292.500000,-2743.125000,-988.750000,9.812500
2021-01-31T16:27:20.752251040Z,-0.569492,-0.880559,9.814162,2467.500000,-3171.875000,-892.500000,9.812500
2021-01-31T16:27:20.768270918Z,-0.577867,-1.042074,9.540184,1968.750000,-1588.125000,-1041.250000,9.750000
2021-01-31T16:27:20.784383086Z,-0.640080,-1.101895,9.804591,2100.000000,-1881.250000,-1071.875000,9.812500
2021-01-31T16:27:20.800351142Z,-0.502493,-1.080359,10.074981,2069.375000,-1850.625000,-1006.250000,9.812500
2021-01-31T16:27:20.816314094Z,-0.449851,-1.002593,9.869196,1780.625000,-2651.250000,-1050.000000,9.750000
2021-01-31T16:27:20.832279546Z,-0.623330,-1.000200,9.986445,1833.125000,-1933.750000,-901.250000,9.750000
2021-01-31T16:27:20.848243020Z,-0.660419,-0.882952,10.143176,1653.750000,-1299.375000,-966.875000,9.750000
2021-01-31T16:27:20.864205086Z,-0.996611,-0.149551,9.048459,1890.000000,-1631.875000,-1093.750000,9.750000
2021-01-31T16:27:20.880167414Z,-0.908076,-1.198804,10.911271,2034.375000,-4029.375000,-966.875000,9.812500
2021-01-31T16:27:20.896136147Z,-0.483350,-1.375873,7.785048,1649.375000,-192.500000,-1006.250000,9.750000
2021-01-31T16:27:20.912094829Z,-0.701097,-1.499103,11.845668,1509.375000,-6326.250000,-993.125000,9.687500
2021-01-31T16:27:20.928063145Z,-0.928415,-0.588634,10.920842,3290.000000,1194.375000,-791.875000,9.687500
2021-01-31T16:27:20.944027504Z,-0.841077,-0.772882,9.188439,910.000000,-4326.875000,-831.250000,9.687500
2021-01-31T16:27:20.959988894Z,-0.059821,-1.616352,9.949356,1785.000000,-2270.625000,-848.750000,9.750000
2021-01-31T16:27:20.975950544Z,-0.908076,-1.073181,9.553344,2581.250000,1894.375000,-896.875000,9.750000
2021-01-31T16:27:20.991956672Z,-0.581456,-1.033699,9.906286,621.250000,-4900.000000,-1028.125000,9.812500
2021-01-31T16:27:21.007991029Z,-0.422333,-0.921237,10.030712,1820.000000,756.875000,-901.250000,9.750000
2021-01-31T16:27:21.024000699Z,-0.702293,-1.024128,10.398011,1811.250000,-1666.875000,-796.250000,9.750000
2021-01-31T16:27:21.039998754Z,-0.602991,-1.141376,10.573883,1548.750000,-2327.500000,-813.750000,9.750000
2021-01-31T16:27:21.055996705Z,-0.516850,-1.079163,10.179067,1653.750000,-341.250000,-962.500000,9.812500
2021-01-31T16:27:21.071995906Z,-0.652044,-0.945165,11.160125,2231.250000,-2222.500000,-721.875000,9.750000
2021-01-31T16:27:21.088009586Z,-0.678365,-0.586242,9.388239,2275.000000,-1321.250000,-761.250000,9.750000
2021-01-31T16:27:21.104005870Z,-0.708275,-1.414158,10.053445,433.125000,2034.375000,-1159.375000,9.750000
2021-01-31T16:27:21.120003978Z,-0.580260,-1.262214,10.309477,2791.250000,459.375000,-546.875000,9.812500
2021-01-31T16:27:21.136000314Z,-0.577867,-0.754936,10.290334,1561.875000,-1093.750000,-774.375000,9.812500
2021-01-31T16:27:21.151998942Z,-0.543171,-1.161715,10.211370,1911.875000,245.000000,-822.500000,9.812500
2021-01-31T16:27:21.167992883Z,-0.788435,-1.292124,10.974680,1925.000000,350.000000,-910.000000,9.812500
2021-01-31T16:27:21.183999532Z,-0.457029,-1.107877,8.769694,1071.875000,398.125000,-940.625000,9.812500
2021-01-31T16:27:21.199995243Z,-0.258425,-1.180858,11.461621,2248.750000,-5267.500000,-542.500000,9.812500
2021-01-31T16:27:21.216021215Z,-0.734596,-1.229911,9.763913,1806.875000,109.375000,-774.375000,9.812500
2021-01-31T16:27:21.232014374Z,-0.474975,-1.150948,10.686346,1032.500000,-2253.125000,-721.875000,9.750000
2021-01-31T16:27:21.248012117Z,-0.436690,-1.093520,10.682757,1898.750000,-1098.125000,-809.375000,9.812500
2021-01-31T16:27:21.264012047Z,-0.650848,-1.081556,10.673186,1159.375000,2218.125000,-918.750000,9.812500
2021-01-31T16:27:21.280011404Z,-0.454636,-0.952343,11.054840,1561.875000,-678.125000,-936.250000,9.750000
2021-01-31T16:27:21.296011334Z,-0.602991,-1.155733,10.919646,2121.875000,-389.375000,-774.375000,9.812500
2021-01-31T16:27:21.312008660Z,-0.543171,-0.942772,10.894521,2550.625000,-3758.125000,-826.875000,9.812500
2021-01-31T16:27:21.328005257Z,-0.710668,-1.438086,10.725827,1828.750000,-266.875000,-883.750000,9.812500
2021-01-31T16:27:21.344003469Z,-0.634098,-1.080359,10.648061,2078.125000,-74.375000,-1006.250000,9.812500
2021-01-31T16:27:21.359997514Z,-0.410369,-1.154537,10.849058,2463.125000,-1128.750000,-831.250000,9.812500
2021-01-31T16:27:21.375992757Z,-0.652044,-1.223929,10.603793,2104.375000,-717.500000,-813.750000,9.812500
2021-01-31T16:27:21.391989406Z,-0.486939,-1.239482,10.584651,1981.875000,-1916.250000,-918.750000,9.812500
2021-01-31T16:27:21.413065725Z,-0.494118,-1.196411,9.956534,2222.500000,1102.500000,-923.125000,9.812500
2021-01-31T16:27:21.429069144Z,-0.637687,-0.862613,10.140782,2113.125000,-695.625000,-910.000000,9.750000
2021-01-31T16:27:21.445069075Z,-0.519243,-1.030110,10.083356,2100.000000,-1115.625000,-888.125000,9.812500
2021-01-31T16:27:21.461064578Z,-0.681954,-1.128216,10.162319,2034.375000,-1855.000000,-783.125000,9.812500
2021-01-31T16:27:21.477059977Z,-0.421137,-1.069592,10.277173,1890.000000,-616.875000,-870.625000,9.750000
2021-01-31T16:27:21.493056053Z,-0.815953,-1.170090,9.698111,1150.625000,13.125000,-1102.500000,9.750000
2021-01-31T16:27:21.509051244Z,-0.279960,-0.943969,9.038888,1045.625000,-4283.125000,-918.750000,9.812500
2021-01-31T16:27:21.525077892Z,-0.666401,-1.067199,10.734202,1671.250000,-1295.000000,-879.375000,9.812500
2021-01-31T16:27:21.541074853Z,-1.143769,-1.075574,10.943574,1605.625000,-179.375000,-936.250000,9.750000
2021-01-31T16:27:21.557073586Z,-0.193819,-0.704686,10.021141,179.375000,-4493.125000,-1067.500000,9.812500
2021-01-31T16:27:21.573066797Z,-0.884148,-1.466800,9.604790,927.500000,4125.625000,-1211.875000,9.750000
2021-01-31T16:27:21.589064384Z,0.307478,0.422333,9.229117,2016.875000,-6037.500000,-840.000000,9.687500
2021-01-31T16:27:21.605083324Z,-1.621137,-1.406980,12.678371,1430.625000,2056.250000,-914.375000,9.687500
2021-01-31T16:27:21.621202314Z,-0.844666,-0.845863,9.877571,2747.500000,-4143.125000,-774.375000,9.812500
2021-01-31T16:27:21.637364063Z,0.216550,-0.952343,10.990234,783.125000,-5442.500000,-630.000000,9.750000
2021-01-31T16:27:21.653499979Z,-1.092324,-1.124627,8.276773,2537.500000,8141.875000,-1023.750000,9.750000
2021-01-31T16:27:21.669660427Z,-0.363709,-1.355534,11.548959,1671.250000,-4598.125000,-770.000000,9.750000
2021-01-31T16:27:21.685842748Z,-0.473779,-1.609173,10.012767,1255.625000,1150.625000,-1255.625000,9.750000
2021-01-31T16:27:21.701906687Z,-0.466600,-1.651048,10.565508,1111.250000,-3132.500000,-625.625000,9.687500
2021-01-31T16:27:21.717958075Z,-0.653241,-1.562513,8.882158,271.250000,-595.000000,-988.750000,9.750000
2021-01-31T16:27:21.734116386Z,-0.385244,-1.103091,8.831908,-253.750000,-1981.875000,-1010.625000,9.750000
2021-01-31T16:27:21.750141316Z,-0.400798,-0.940379,12.250054,791.875000,-3080.000000,-791.875000,9.750000
2021-01-31T16:27:21.766108851Z,-0.910469,-1.106680,9.716056,-258.125000,-148.750000,-923.125000,9.812500
2021-01-31T16:27:21.782070918Z,-0.526421,-1.190429,11.085947,-962.500000,-3171.875000,-1137.500000,9.750000
2021-01-31T16:27:21.798037307Z,-1.117448,-1.106680,8.908479,-91.875000,8868.125000,-1417.500000,9.750000
2021-01-31T16:27:21.814031352Z,0.217747,-0.482154,13.956139,2174.375000,-10128.125000,-258.125000,9.750000
2021-01-31T16:27:21.829995137Z,-0.390030,-0.340977,11.436496,875.000000,3198.125000,-901.250000,9.687500
2021-01-31T16:27:21.845954287Z,-1.204786,-0.937986,10.407581,280.000000,-192.500000,-1063.125000,9.687500
2021-01-31T16:27:21.861913749Z,-0.082552,-1.713261,11.843275,1951.250000,-6146.875000,-875.000000,9.750000
2021-01-31T16:27:21.877874566Z,-0.272782,-1.456033,8.681160,1723.750000,3259.375000,-879.375000,9.750000
2021-01-31T16:27:21.893839445Z,-0.790828,-1.948954,11.717653,-481.250000,-5950.000000,-1146.250000,9.750000
2021-01-31T16:27:21.909803594Z,0.046660,-1.810170,10.356135,1588.125000,3320.625000,-1098.125000,9.812500
2021-01-31T16:27:21.925769880Z,-0.439083,-1.150948,10.634900,-796.250000,-4655.000000,-148.750000,9.750000
2021-01-31T16:27:21.941732311Z,-0.666401,-1.025324,10.090532,-96.250000,-2126.250000,-975.625000,9.812500
2021-01-31T16:27:21.957727710Z,-0.661615,-0.817149,10.713863,581.875000,-1378.125000,-1176.875000,9.812500
2021-01-31T16:27:21.973721286Z,-0.731007,-0.947558,10.333405,-354.375000,-3841.250000,-1242.500000,9.750000
2021-01-31T16:27:21.989683613Z,-0.780060,-0.744168,9.921840,643.125000,-1378.125000,-1155.000000,9.812500
2021-01-31T16:27:22.005645679Z,-0.518046,-0.460618,9.780663,525.000000,-3495.625000,-1063.125000,9.812500
2021-01-31T16:27:22.021605871Z,-0.710668,-0.984646,9.931411,1290.625000,-813.750000,-1058.750000,9.812500
2021-01-31T16:27:22.037675122Z,-0.418744,-0.837488,9.690931,1776.250000,-2826.250000,-993.125000,9.812500
2021-01-31T16:27:22.053640313Z,-0.564706,-1.124627,10.103694,2524.375000,-2515.625000,-936.250000,9.750000
2021-01-31T16:27:22.069604410Z,-0.320638,-1.052842,9.503095,2909.375000,-1391.250000,-910.000000,9.750000
2021-01-31T16:27:22.085563663Z,-0.332602,-1.478764,9.801002,2585.625000,-2686.250000,-988.750000,9.750000
2021-01-31T16:27:22.101522553Z,0.014357,-1.375873,8.920443,3185.000000,-3045.000000,-861.875000,9.750000
2021-01-31T16:27:22.117482535Z,-0.532403,-1.532603,10.472188,2769.375000,-2533.125000,-993.125000,9.812500
2021-01-31T16:27:22.133490538Z,-0.208176,-1.209572,8.683553,2585.625000,-1251.250000,-1155.000000,9.812500
2021-01-31T16:27:22.149551612Z,-0.378066,-1.802992,9.580862,3036.250000,-7096.250000,-988.750000,9.812500
2021-01-31T16:27:22.165574354Z,-0.423530,-1.125823,9.253045,2765.000000,271.250000,-1137.500000,9.750000
2021-01-31T16:27:22.181538972Z,-0.643669,-1.318445,9.595219,2524.375000,-5000.625000,-1093.750000,9.812500
2021-01-31T16:27:22.197538172Z,-0.361316,-1.448854,10.007980,2852.500000,-4099.375000,-923.125000,9.812500
2021-01-31T16:27:22.213500343Z,-0.849452,-1.253839,9.109475,2401.875000,446.250000,-1045.625000,9.812500
2021-01-31T16:27:22.229461263Z,-0.599402,-1.277767,10.130014,2493.750000,-5153.750000,-1015.000000,9.812500
2021-01-31T16:27:22.245424839Z,-0.855434,-1.097109,9.230313,2681.875000,-258.125000,-940.625000,9.812500
2021-01-31T16:27:22.261382635Z,-0.644866,-1.116252,9.847661,2782.500000,-4073.125000,-822.500000,9.875000
2021-01-31T16:27:22.277343451Z,-0.630509,-1.217947,9.400204,2804.375000,-713.125000,-835.625000,9.812500
2021-01-31T16:27:22.293349943Z,-0.727418,-1.238286,9.257831,3084.375000,-1785.000000,-774.375000,9.750000
2021-01-31T16:27:22.309312634Z,-0.626920,-1.378266,9.706485,2992.500000,-861.875000,-853.125000,9.750000
2021-01-31T16:27:22.325271940Z,-0.610170,-1.225125,9.933804,3801.875000,1054.375000,-721.875000,9.812500
2021-01-31T16:27:22.341231402Z,-0.491725,-1.494318,9.939785,3609.375000,-2161.250000,-682.500000,9.750000
2021-01-31T16:27:22.357190968Z,-0.611366,-1.453640,9.972089,3963.750000,74.375000,-621.250000,9.750000
2021-01-31T16:27:22.373151003Z,-0.502493,-1.444068,10.490135,4383.750000,-949.375000,-551.250000,9.812500
2021-01-31T16:27:22.389112131Z,-0.349352,-1.304088,10.179067,4322.500000,-560.000000,-599.375000,9.812500
2021-01-31T16:27:22.405076437Z,-0.421137,-1.385444,9.829715,4396.875000,-424.375000,-634.375000,9.750000
2021-01-31T16:27:22.421040065Z,-0.358923,-1.308874,10.360922,4493.125000,-170.625000,-686.875000,9.812500
2021-01-31T16:27:22.437000309Z,-0.400798,-1.515853,9.687342,3526.250000,-1093.750000,-787.500000,9.812500
2021-01-31T16:27:22.452969822Z,-0.485743,-1.554138,9.942179,3640.000000,-1155.000000,-796.250000,9.750000
2021-01-31T16:27:22.468964909Z,-0.570688,-1.564906,10.125229,3198.125000,761.250000,-949.375000,9.875000
2021-01-31T16:27:22.484964578Z,-0.352941,-1.384248,10.569098,3045.000000,-1824.375000,-809.375000,9.812500
2021-01-31T16:27:22.500960654Z,-0.439083,-1.164108,10.497313,3263.750000,-826.875000,-805.000000,9.812500
2021-01-31T16:27:22.516954542Z,-0.617348,-1.136591,10.797612,2738.750000,-520.625000,-866.250000,9.750000
2021-01-31T16:27:22.532948482Z,-0.652044,-0.966700,10.833504,2800.000000,-2126.250000,-927.500000,9.812500
2021-01-31T16:27:22.548976484Z,-0.556331,-1.069592,10.382458,2393.125000,-840.000000,-805.000000,9.812500
2021-01-31T16:27:22.564974904Z,-0.563510,-0.988236,10.092925,2651.250000,-1356.250000,-713.125000,9.750000
2021-01-31T16:27:22.580975094Z,-0.607777,-1.003789,10.581062,2983.750000,-1264.375000,-848.750000,9.750000
2021-01-31T16:27:22.596975076Z,-0.746561,-0.829113,10.198210,3298.750000,-2069.375000,-695.625000,9.812500
2021-01-31T16:27:22.612972974Z,-0.632902,-0.975075,10.436296,3460.625000,-1211.875000,-529.375000,9.750000
2021-01-31T16:27:22.628968529Z,-0.555135,-1.009771,10.034302,3578.750000,-1023.750000,-665.000000,9.812500
2021-01-31T16:27:22.645221057Z,-0.482154,-1.160519,9.951750,3491.250000,-2349.375000,-669.375000,9.812500
2021-01-31T16:27:22.661308016Z,-0.496511,-1.277767,9.564112,3386.250000,-1251.250000,-726.250000,9.812500
2021-01-31T16:27:22.677452109Z,-0.463011,-1.316052,9.743573,3180.625000,-1386.875000,-748.125000,9.812500
2021-01-31T16:27:22.693602243Z,-0.522832,-1.129412,9.901501,3233.125000,-1181.250000,-730.625000,9.812500
2021-01-31T16:27:22.709601600Z,-0.577867,-1.251446,9.598808,2773.750000,-1408.750000,-730.625000,9.812500
2021-01-31T16:27:22.725598613Z,-0.388834,-0.881755,10.177871,3080.000000,-1986.250000,-638.750000,9.750000
2021-01-31T16:27:22.741594793Z,-0.510868,-1.295713,9.783055,2305.625000,-1159.375000,-643.125000,9.812500
2021-01-31T16:27:22.757631962Z,-0.564706,-0.937986,9.879964,2091.250000,-1579.375000,-875.000000,9.812500
2021-01-31T16:27:22.773673192Z,-0.760918,-1.006182,10.092925,2441.250000,-1806.875000,-888.125000,9.750000
2021-01-31T16:27:22.789671456Z,-0.728615,-0.855434,9.925428,2104.375000,-2625.000000,-713.125000,9.750000
2021-01-31T16:27:22.805678781Z,-0.604188,-1.031307,10.158729,2113.125000,-2296.875000,-660.625000,9.812500
2021-01-31T16:27:22.821673450Z,-0.707079,-0.863809,10.004392,2511.250000,-1098.125000,-630.000000,9.812500
2021-01-31T16:27:22.837668693Z,-0.573081,-1.246661,10.430314,2178.750000,-2117.500000,-621.250000,9.750000
2021-01-31T16:27:22.853671018Z,-0.439083,-1.470389,9.996017,2279.375000,-249.375000,-752.500000,9.812500
2021-01-31T16:27:22.869665323Z,-0.602991,-1.227518,10.167104,2275.000000,-918.750000,-739.375000,9.812500
2021-01-31T16:27:22.885678221Z,-0.567099,-0.993021,10.628918,2406.250000,-1133.125000,-735.000000,9.812500
2021-01-31T16:27:22.901677266Z,-0.587438,-0.131605,8.396415,1732.500000,-17.500000,-678.125000,9.812500
2021-01-31T16:27:22.917673341Z,-0.733400,-1.251446,10.989038,2100.000000,-4891.250000,-450.625000,9.750000
2021-01-31T16:27:22.933672125Z,-0.929612,-0.885344,10.108479,3399.375000,2611.875000,-756.875000,9.750000
2021-01-31T16:27:22.949670805Z,-0.446261,-0.669990,10.311870,1684.375000,-3373.125000,-599.375000,9.812500
2021-01-31T16:27:22.965719692Z,-0.349352,-1.239482,9.669396,2808.750000,-2034.375000,-463.750000,9.812500
2021-01-31T16:27:22.981713059Z,-0.874577,-1.383051,9.975677,3018.750000,4156.250000,-599.375000,9.812500
2021-01-31T16:27:22.997709500Z,-0.216550,-1.339981,10.788040,1666.875000,-3360.000000,-813.750000,9.750000
2021-01-31T16:27:23.013753543Z,-0.727418,-1.196411,9.902697,2415.000000,3014.375000,-682.500000,9.812500
2021-01-31T16:27:23.029746754Z,-0.731007,-1.129412,10.655239,2200.625000,-1929.375000,-748.125000,9.812500
2021-01-31T16:27:23.045742881Z,-0.534796,-1.067199,10.669596,2397.500000,-1540.000000,-739.375000,9.812500
2021-01-31T16:27:23.061736248Z,-0.539581,-1.339981,10.549955,2231.250000,1128.750000,-809.375000,9.812500
2021-01-31T16:27:23.077777791Z,-0.429512,-1.044467,10.521241,2677.500000,-835.625000,-603.750000,9.812500
2021-01-31T16:27:23.093796626Z,-0.467797,-1.208375,10.805987,3325.000000,-1925.000000,-752.500000,9.812500
2021-01-31T16:27:23.109791295Z,-0.707079,-1.328017,9.982857,2117.500000,-1045.625000,-748.125000,9.687500
2021-01-31T16:27:23.125786016Z,-0.821935,-0.875773,9.005388,2283.750000,196.875000,-791.875000,9.750000
2021-01-31T16:27:23.141851778Z,-0.385244,-0.625723,11.142179,2100.000000,-2100.000000,-656.250000,9.750000
2021-01-31T16:27:23.157909362Z,-0.784846,-1.056431,10.683953,3080.000000,-301.875000,-656.250000,9.812500
2021-01-31T16:27:23.173976633Z,-0.635294,-1.166501,10.339387,1872.500000,-4147.500000,-621.250000,9.750000
2021-01-31T16:27:23.190034009Z,-0.305085,-1.421337,10.357333,2563.750000,-1513.750000,-708.750000,9.812500
2021-01-31T16:27:23.206049094Z,-0.557528,-1.300499,10.912467,2301.250000,-1408.750000,-634.375000,9.750000
2021-01-31T16:27:23.222042045Z,-0.581456,-0.863809,9.625129,1242.500000,-1806.875000,-752.500000,9.750000
2021-01-31T16:27:23.238035985Z,-0.652044,-0.837488,10.811969,2563.750000,-892.500000,-608.125000,9.750000
2021-01-31T16:27:23.254033258Z,-0.900898,-0.593420,10.546366,2314.375000,-1198.750000,-656.250000,9.750000
2021-01-31T16:27:23.270179850Z,-0.581456,-1.142573,10.372886,1561.875000,-35.000000,-700.000000,9.750000
2021-01-31T16:27:23.286178165Z,-0.078963,-1.197608,10.061819,2865.625000,223.125000,-739.375000,9.750000
2021-01-31T16:27:23.302177157Z,-0.549153,-0.981057,9.980463,2292.500000,-647.500000,-761.250000,9.750000
2021-01-31T16:27:23.318199534Z,-0.612563,-1.129412,10.272388,2143.750000,-1855.000000,-748.125000,9.750000
2021-01-31T16:27:23.334211129Z,-0.400798,-1.030110,10.067801,2629.375000,-870.625000,-691.250000,9.750000
2021-01-31T16:27:23.350203611Z,-0.738186,-1.325624,10.470992,2458.750000,-1067.500000,-770.000000,9.750000
2021-01-31T16:27:23.366199634Z,-0.613759,-1.067199,9.982857,2318.750000,-621.250000,-831.250000,9.750000
2021-01-31T16:27:23.382190189Z,-0.640080,-1.205983,10.332209,2572.500000,-1719.375000,-735.000000,9.750000
2021-01-31T16:27:23.398201941Z,-0.646062,-0.837488,10.278370,2520.000000,-927.500000,-748.125000,9.750000
2021-01-31T16:27:23.414209839Z,-0.634098,-0.618545,10.286745,2664.375000,-3101.875000,-739.375000,9.812500
2021-01-31T16:27:23.430208987Z,-0.458226,-1.177269,10.388440,2436.875000,-1745.625000,-704.375000,9.750000
2021-01-31T16:27:23.446204125Z,-0.345763,-1.428515,9.419346,1872.500000,866.250000,-1058.750000,9.812500
2021-01-31T16:27:23.462199627Z,-0.204586,-0.996611,10.059426,2493.750000,-2480.625000,-783.125000,9.750000
2021-01-31T16:27:23.478197785Z,-1.012164,-0.954736,10.465010,2791.250000,783.125000,-822.500000,9.750000
2021-01-31T16:27:23.494303598Z,-0.291924,-0.232104,9.066404,1872.500000,-4506.250000,-669.375000,9.750000
2021-01-31T16:27:23.510298996Z,-0.709472,-1.584049,11.235498,1898.750000,-1876.875000,-691.250000,9.750000
2021-01-31T16:27:23.526311946Z,-0.642473,-1.426122,5.992825,1058.750000,4816.875000,-1203.125000,9.750000
2021-01-31T16:27:23.542309115Z,-0.303888,-1.824527,11.225926,1019.375000,-4357.500000,-1435.000000,9.812500
2021-01-31T16:27:23.558304773Z,-0.058624,0.362513,12.217752,4493.125000,-2139.375000,-450.625000,9.812500
2021-01-31T16:27:23.574300588Z,-1.782653,-0.953540,11.589636,2261.875000,-275.625000,-210.000000,9.750000
2021-01-31T16:27:23.590300413Z,-0.323031,-0.905683,10.563116,1019.375000,-2940.000000,-695.625000,9.812500
2021-01-31T16:27:23.606312634Z,-0.264407,-0.581456,9.434900,3854.375000,1728.125000,-704.375000,9.812500
2021-01-31T16:27:23.622305637Z,-0.721436,-1.135394,9.001799,4663.750000,-9296.875000,-140.000000,9.812500
2021-01-31T16:27:23.638361242Z,-0.855434,-0.954736,11.284552,3530.625000,2345.000000,-665.000000,9.750000
2021-01-31T16:27:23.654558250Z,-0.953540,-0.966700,9.424131,2585.625000,-5731.250000,-774.375000,9.750000
2021-01-31T16:27:23.670597032Z,-0.477368,-1.563709,9.443274,2108.750000,-2121.875000,-564.375000,9.812500
2021-01-31T16:27:23.686601336Z,-0.071785,-1.214357,9.205189,3596.250000,1456.875000,-980.000000,9.812500
2021-01-31T16:27:23.702596110Z,-1.013360,-1.331606,8.646464,2148.125000,-3342.500000,-984.375000,9.687500
2021-01-31T16:27:23.718613174Z,-0.208176,-1.287339,9.571291,3246.250000,-3937.500000,-774.375000,9.750000
2021-01-31T16:27:23.734630342Z,-0.783649,-0.917647,10.256834,2808.750000,-192.500000,-835.625000,9.750000
2021-01-31T16:27:23.750622980Z,-0.351745,-1.399801,5.753542,135.625000,-2051.875000,-756.875000,9.750000
2021-01-31T16:27:23.766617597Z,-0.428315,-1.677369,11.665009,2550.625000,-6418.125000,-739.375000,9.812500
2021-01-31T16:27:23.782638307Z,-0.702293,1.051646,11.498709,3115.000000,-883.750000,-1076.250000,9.812500
2021-01-31T16:27:23.798637403Z,-0.775275,-1.489532,12.269197,3381.875000,-11926.250000,-511.875000,9.750000
2021-01-31T16:27:23.814636291Z,-0.937986,-1.007378,8.714661,507.500000,-958.125000,-1128.750000,9.687500
2021-01-31T16:27:23.830630804Z,-0.687937,-1.457229,9.706485,3714.375000,-2808.750000,-704.375000,9.625000
2021-01-31T16:27:23.846625681Z,-0.285942,-0.210568,10.652846,3373.125000,-3237.500000,-551.250000,9.750000
2021-01-31T16:27:23.862621705Z,-0.869791,-0.969093,8.390432,2288.125000,118.125000,-1089.375000,9.750000
2021-01-31T16:27:23.878765068Z,-0.598206,-1.141376,10.545169,2800.000000,-4270.000000,-988.750000,9.750000
2021-01-31T16:27:23.894786038Z,-0.628116,-1.115055,9.403792,2953.125000,4585.000000,-1067.500000,9.750000
2021-01-31T16:27:23.910779770Z,-0.674776,-0.878166,10.390833,2410.625000,-3810.625000,-980.000000,9.750000
2021-01-31T16:27:23.926778866Z,-0.324227,-1.049253,9.290133,2275.000000,-1881.250000,-787.500000,9.750000
2021-01-31T16:27:23.942773066Z,-0.717847,-1.521835,9.914660,2441.250000,-227.500000,-945.000000,9.750000
2021-01-31T16:27:23.958769715Z,-0.738186,-0.518046,9.902697,2008.125000,-1911.875000,-962.500000,9.687500
2021-01-31T16:27:23.974764748Z,-0.758525,-0.628116,10.555937,2471.875000,-616.875000,-813.750000,9.687500
2021-01-31T16:27:23.990765042Z,-0.757328,-0.994218,10.107283,2419.375000,-1128.750000,-1198.750000,9.750000
2021-01-31T16:27:24.006763774Z,-0.522832,-0.678365,9.827322,2625.000000,-2813.125000,-800.625000,9.687500
2021-01-31T16:27:24.022758599Z,-0.538385,-0.666401,10.287941,2450.000000,-1610.000000,-612.500000,9.750000
2021-01-31T16:27:24.038754309Z,-0.741775,-1.197608,9.269794,2108.750000,170.625000,-914.375000,9.812500
