time,a_x,a_z,a_y,g_x
2021-01-31T16:27:29.673176607Z,-0.525225,10.262815,-1.214357,1951.25
2021-01-31T16:27:29.689137003Z,-0.447458,9.77827,-0.989432,2432.5
2021-01-31T16:27:29.705239688Z,-0.654437,10.287941,-1.020539,2458.75
2021-01-31T16:27:29.721236438Z,-0.509671,9.682556,-0.940379,1811.25
2021-01-31T16:27:29.737198814Z,-0.400798,10.346564,-1.22034,2393.125
2021-01-31T16:27:29.753160304Z,-0.295514,10.374083,-0.893719,2498.125
2021-01-31T16:27:29.769124451Z,-0.728615,9.930215,-0.882952,2016.875
2021-01-31T16:27:29.785087816Z,-0.375673,10.40519,-0.832702,1938.125
2021-01-31T16:27:29.801048629Z,-0.692722,10.325029,-0.881755,2209.375
2021-01-31T16:27:29.817014338Z,-0.583849,10.259227,-0.896112,2257.5
2021-01-31T16:27:29.832978225Z,-0.455833,10.246067,-0.728615,3123.75
2021-01-31T16:27:29.848942684Z,-0.646062,10.301102,-0.987039,2590
2021-01-31T16:27:29.864906882Z,-0.467797,10.146765,-1.182054,2664.375
2021-01-31T16:27:29.880865560Z,-0.51326,10.070194,-1.177269,2935.625
2021-01-31T16:27:29.896825696Z,-0.581456,9.832108,-0.835095,2800
2021-01-31T16:27:29.912795988Z,-0.363709,10.420743,-1.0002,2931.25
2021-01-31T16:27:29.928833519Z,-0.411566,10.169496,-1.115055,2931.25
2021-01-31T16:27:29.944843914Z,-0.545564,10.193424,-1.208375,2366.875
2021-01-31T16:27:29.960839414Z,-0.398405,9.717253,-1.044467,2458.75
2021-01-31T16:27:29.976832726Z,-0.455833,9.993625,-1.116252,2231.25
2021-01-31T16:27:29.992827133Z,-0.851845,9.48156,-0.937986,2590
2021-01-31T16:27:30.008861330Z,-0.519243,10.13839,-0.928415,1951.25
2021-01-31T16:27:30.024864798Z,-0.698704,10.467402,-0.819542,2839.375
2021-01-31T16:27:30.040860141Z,-0.472582,9.94816,-1.032503,1640.625
2021-01-31T16:27:30.056996054Z,-0.551546,10.335798,-0.888934,2743.125
2021-01-31T16:27:30.072995720Z,-0.690329,10.109675,-0.762114,2362.5
2021-01-31T16:27:30.089040593Z,-0.477368,10.632507,-0.803988,2638.125
2021-01-31T16:27:30.105051301Z,-0.646062,10.130014,-1.105484,2559.375
2021-01-31T16:27:30.121047686Z,-0.704686,9.991232,-0.928415,2174.375
2021-01-31T16:27:30.137071570Z,-0.442672,10.035499,-0.814756,2502.5
2021-01-31T16:27:30.153172588Z,-0.57667,9.811769,-1.142573,2218.125
2021-01-31T16:27:30.169270585Z,-0.520439,9.567701,-1.039681,1968.75
2021-01-31T16:27:30.185362332Z,-0.490529,10.152746,-0.882952,2051.875
2021-01-31T16:27:30.201470902Z,-0.64008,9.84168,-0.675972,2100
2021-01-31T16:27:30.217556451Z,-0.459422,9.950554,-1.006182,2021.25
2021-01-31T16:27:30.233777206Z,-0.463011,9.406186,-0.995414,1942.5
2021-01-31T16:27:30.249829527Z,-0.385244,9.859627,-0.87697,1964.375
2021-01-31T16:27:30.265867473Z,-0.527617,10.027123,-0.650848,2187.5
2021-01-31T16:27:30.281893128Z,-0.480957,9.975677,-0.926022,1697.5
2021-01-31T16:27:30.297896805Z,-0.561117,10.231709,-0.930808,2436.875
2021-01-31T16:27:30.313868242Z,-0.375673,10.202995,-0.904487,2235.625
2021-01-31T16:27:30.329828743Z,-0.544367,10.074981,-0.960718,2139.375
2021-01-31T16:27:30.345788618Z,-0.381655,10.140782,-1.025324,2069.375
2021-01-31T16:27:30.361751306Z,-0.4666,10.295119,-0.748954,2371.25
2021-01-31T16:27:30.377721858Z,-0.642473,10.15155,-0.726222,2620.625
2021-01-31T16:27:30.393683400Z,-0.476172,9.869196,-0.765703,2576.875
2021-01-31T16:27:30.409645463Z,-0.595813,10.162319,-1.113859,2528.75
2021-01-31T16:27:30.425623828Z,-0.48335,9.578469,-0.811167,2537.5
2021-01-31T16:27:30.441586776Z,-0.807578,10.461421,-0.977468,2716.875
2021-01-31T16:27:30.457547901Z,-0.362513,9.885946,-1.209572,2734.375
2021-01-31T16:27:30.473509652Z,-0.708275,10.268798,-1.032503,2651.25
2021-01-31T16:27:30.489472964Z,-0.631705,9.848858,-0.967897,2572.5
2021-01-31T16:27:30.505437059Z,-0.589831,10.197014,-1.11027,2607.5
2021-01-31T16:27:30.521401986Z,-0.544367,9.492328,-0.905683,2756.25
2021-01-31T16:27:30.537364413Z,-0.65683,10.335798,-1.061217,2660
2021-01-31T16:27:30.553323820Z,-0.490529,9.876375,-1.074377,2909.375
2021-01-31T16:27:30.569283643Z,-0.465404,10.253245,-1.247857,2563.75
2021-01-31T16:27:30.585243883Z,-0.605384,9.798609,-1.042074,2463.125
2021-01-31T16:27:30.601275424Z,-0.695115,10.118051,-0.930808,2716.875
2021-01-31T16:27:30.617405972Z,-0.498904,9.97807,-0.887737,2546.25
2021-01-31T16:27:30.633507042Z,-0.549153,10.119246,-1.146162,2323.125
2021-01-31T16:27:30.649605195Z,-0.477368,9.975677,-0.861416,2629.375
2021-01-31T16:27:30.665888709Z,-0.543171,10.034302,-1.351945,2135
2021-01-31T16:27:30.681949779Z,-0.42353,10.503295,-0.709472,2668.75
2021-01-31T16:27:30.698113556Z,-0.394816,9.607183,-0.825524,2135
2021-01-31T16:27:30.714178950Z,-0.522832,10.226924,-1.002593,2248.75
2021-01-31T16:27:30.730275749Z,-0.641276,10.352547,-0.996611,2419.375
